table_type,table_no,effective_date,trading_date,code,currency_name_pl,mid,bid,ask
A,085/A/NBP/2026,2026-05-05,,ZAR,rand (Republika Południowej Afryki),0.217,,
C,085/C/NBP/2026,2026-05-05,2026-05-04,AUD,dolar australijski,,2.5827,2.6349
C,085/C/NBP/2026,2026-05-05,2026-05-04,CAD,dolar kanadyjski,,2.6411,2.6945
C,085/C/NBP/2026,2026-05-05,2026-05-04,CHF,frank szwajcarski,,4.5925,4.6853
C,085/C/NBP/2026,2026-05-05,2026-05-04,CZK,korona czeska,,0.1727,0.1761
C,085/C/NBP/2026,2026-05-05,2026-05-04,DKK,korona duńska,,0.5635,0.5749
C,085/C/NBP/2026,2026-05-05,2026-05-04,EUR,euro,,4.2107,4.2957
C,085/C/NBP/2026,2026-05-05,2026-05-04,GBP,funt szterling,,4.8738,4.9722
C,085/C/NBP/2026,2026-05-05,2026-05-04,HUF,forint (Węgry),,0.011614,0.011848
C,085/C/NBP/2026,2026-05-05,2026-05-04,JPY,jen (Japonia),,0.022888,0.02335
C,085/C/NBP/2026,2026-05-05,2026-05-04,NOK,korona norweska,,0.3884,0.3962
C,085/C/NBP/2026,2026-05-05,2026-05-04,SEK,korona szwedzka,,0.389,0.3968
C,085/C/NBP/2026,2026-05-05,2026-05-04,USD,dolar amerykański,,3.5943,3.6669
C,085/C/NBP/2026,2026-05-05,2026-05-04,XDR,SDR (MFW),,4.9368,5.0366
A,086/A/NBP/2026,2026-05-06,,AUD,dolar australijski,2.6142,,
A,086/A/NBP/2026,2026-05-06,,BRL,real (Brazylia),0.7332,,
A,086/A/NBP/2026,2026-05-06,,CAD,dolar kanadyjski,2.6507,,
A,086/A/NBP/2026,2026-05-06,,CHF,frank szwajcarski,4.6227,,
A,086/A/NBP/2026,2026-05-06,,CLP,peso chilijskie,0.003973,,
A,086/A/NBP/2026,2026-05-06,,CNY,yuan renminbi (Chiny),0.5284,,
A,086/A/NBP/2026,2026-05-06,,CZK,korona czeska,0.1739,,
A,086/A/NBP/2026,2026-05-06,,DKK,korona duńska,0.5667,,
A,086/A/NBP/2026,2026-05-06,,EUR,euro,4.2351,,
A,086/A/NBP/2026,2026-05-06,,GBP,funt szterling,4.906,,
A,086/A/NBP/2026,2026-05-06,,HKD,dolar Hongkongu,0.4595,,
A,086/A/NBP/2026,2026-05-06,,HUF,forint (Węgry),0.011783,,
A,086/A/NBP/2026,2026-05-06,,IDR,rupia indonezyjska,0.0002071,,
A,086/A/NBP/2026,2026-05-06,,ILS,nowy izraelski szekel,1.237,,
A,086/A/NBP/2026,2026-05-06,,INR,rupia indyjska,0.038024,,
A,086/A/NBP/2026,2026-05-06,,ISK,korona islandzka,0.029575,,
A,086/A/NBP/2026,2026-05-06,,JPY,jen (Japonia),0.023083,,
A,086/A/NBP/2026,2026-05-06,,KRW,won południowokoreański,0.002486,,
A,086/A/NBP/2026,2026-05-06,,MXN,peso meksykańskie,0.2088,,
A,086/A/NBP/2026,2026-05-06,,MYR,ringgit (Malezja),0.9156,,
A,086/A/NBP/2026,2026-05-06,,NOK,korona norweska,0.388,,
A,086/A/NBP/2026,2026-05-06,,NZD,dolar nowozelandzki,2.1495,,
A,086/A/NBP/2026,2026-05-06,,PHP,peso filipińskie,0.0588,,
A,086/A/NBP/2026,2026-05-06,,RON,lej rumuński,0.8078,,
A,086/A/NBP/2026,2026-05-06,,SEK,korona szwedzka,0.3908,,
A,086/A/NBP/2026,2026-05-06,,SGD,dolar singapurski,2.8383,,
A,086/A/NBP/2026,2026-05-06,,THB,bat (Tajlandia),0.1117,,
A,086/A/NBP/2026,2026-05-06,,TRY,lira turecka,0.0795,,
A,086/A/NBP/2026,2026-05-06,,UAH,hrywna (Ukraina),0.0821,,
A,086/A/NBP/2026,2026-05-06,,USD,dolar amerykański,3.6005,,
A,086/A/NBP/2026,2026-05-06,,XDR,SDR (MFW),4.9675,,
A,086/A/NBP/2026,2026-05-06,,ZAR,rand (Republika Południowej Afryki),0.2199,,
B,018/B/NBP/2026,2026-05-06,,AED,dirham ZEA (Zjednoczone Emiraty Arabskie),0.9824,,
B,018/B/NBP/2026,2026-05-06,,AFN,afgani (Afganistan),0.056094,,
B,018/B/NBP/2026,2026-05-06,,ALL,lek (Albania),0.04427,,
B,018/B/NBP/2026,2026-05-06,,AMD,dram (Armenia),0.009778,,
B,018/B/NBP/2026,2026-05-06,,AOA,kwanza (Angola),0.003923,,
B,018/B/NBP/2026,2026-05-06,,ARS,peso argentyńskie,0.002591,,
B,018/B/NBP/2026,2026-05-06,,AWG,florin arubański,1.9935,,
B,018/B/NBP/2026,2026-05-06,,AZN,manat azerbejdżański,2.1225,,
B,018/B/NBP/2026,2026-05-06,,BAM,wymienialna marka (Bośnia i Hercegowina),2.1596,,
B,018/B/NBP/2026,2026-05-06,,BBD,dolar barbadoski,1.7915,,
B,018/B/NBP/2026,2026-05-06,,BDT,taka (Bangladesz),0.029353,,
B,018/B/NBP/2026,2026-05-06,,BHD,dinar bahrajski,9.5514,,
B,018/B/NBP/2026,2026-05-06,,BIF,frank burundyjski,0.001211,,
B,018/B/NBP/2026,2026-05-06,,BND,dolar brunejski,2.8403,,
B,018/B/NBP/2026,2026-05-06,,BOB,boliwiano (Boliwia),0.5203,,
B,018/B/NBP/2026,2026-05-06,,BSD,dolar bahamski,3.6005,,
B,018/B/NBP/2026,2026-05-06,,BWP,pula (Botswana),0.2684,,
B,018/B/NBP/2026,2026-05-06,,BYN,rubel białoruski,1.2745,,
B,018/B/NBP/2026,2026-05-06,,BZD,dolar belizeński,1.794,,
B,018/B/NBP/2026,2026-05-06,,CDF,frank kongijski (Dem. Republika Konga),0.00155,,
B,018/B/NBP/2026,2026-05-06,,COP,peso kolumbijskie,0.000975,,
B,018/B/NBP/2026,2026-05-06,,CRC,colon kostarykański,0.007908,,
B,018/B/NBP/2026,2026-05-06,,CUP,peso kubańskie,3.6005,,
B,018/B/NBP/2026,2026-05-06,,CVE,escudo Zielonego Przylądka,0.0382,,
B,018/B/NBP/2026,2026-05-06,,DJF,frank Dżibuti,0.020262,,
B,018/B/NBP/2026,2026-05-06,,DOP,peso dominikańskie,0.0606,,
B,018/B/NBP/2026,2026-05-06,,DZD,dinar algierski,0.027246,,
B,018/B/NBP/2026,2026-05-06,,EGP,funt egipski,0.0678,,
B,018/B/NBP/2026,2026-05-06,,ERN,nakfa (Erytrea),0.2393,,
B,018/B/NBP/2026,2026-05-06,,ETB,birr etiopski,0.0232,,
B,018/B/NBP/2026,2026-05-06,,FJD,dolar Fidżi,1.6514,,
B,018/B/NBP/2026,2026-05-06,,GEL,lari (Gruzja),1.3453,,
B,018/B/NBP/2026,2026-05-06,,GHS,Ghana cedi ,0.3216,,
B,018/B/NBP/2026,2026-05-06,,GIP,funt gibraltarski,4.906,,
B,018/B/NBP/2026,2026-05-06,,GMD,dalasi (Gambia),0.0487,,
B,018/B/NBP/2026,2026-05-06,,GNF,frank gwinejski,0.000411,,
B,018/B/NBP/2026,2026-05-06,,GTQ,quetzal (Gwatemala),0.4727,,
B,018/B/NBP/2026,2026-05-06,,GYD,dolar gujański,0.017249,,
B,018/B/NBP/2026,2026-05-06,,HNL,lempira (Honduras),0.1357,,
B,018/B/NBP/2026,2026-05-06,,HTG,gourde (Haiti),0.0276,,
B,018/B/NBP/2026,2026-05-06,,IQD,dinar iracki,0.002754,,
B,018/B/NBP/2026,2026-05-06,,IRR,rial irański,2.74e-06,,
B,018/B/NBP/2026,2026-05-06,,JMD,dolar jamajski,0.0229,,
B,018/B/NBP/2026,2026-05-06,,JOD,dinar jordański,5.089,,
B,018/B/NBP/2026,2026-05-06,,KES,szyling kenijski,0.027949,,
B,018/B/NBP/2026,2026-05-06,,KGS,som (Kirgistan),0.0413,,
B,018/B/NBP/2026,2026-05-06,,KHR,riel (Kambodża),0.0009,,
B,018/B/NBP/2026,2026-05-06,,KMF,frank Komorów,0.008556,,
B,018/B/NBP/2026,2026-05-06,,KWD,dinar kuwejcki,11.7805,,
B,018/B/NBP/2026,2026-05-06,,KZT,tenge (Kazachstan),0.007781,,
B,018/B/NBP/2026,2026-05-06,,LAK,kip (Laos),0.000164,,
B,018/B/NBP/2026,2026-05-06,,LBP,funt libański,4e-05,,
B,018/B/NBP/2026,2026-05-06,,LKR,rupia lankijska,0.011258,,
B,018/B/NBP/2026,2026-05-06,,LRD,dolar liberyjski,0.0197,,
B,018/B/NBP/2026,2026-05-06,,LSL,loti (Lesotho),0.2197,,
B,018/B/NBP/2026,2026-05-06,,LYD,dinar libijski,0.5689,,
B,018/B/NBP/2026,2026-05-06,,MAD,dirham marokański,0.3915,,
B,018/B/NBP/2026,2026-05-06,,MDL,lej Mołdawii,0.2098,,
B,018/B/NBP/2026,2026-05-06,,MGA,ariary (Madagaskar),0.000866,,
B,018/B/NBP/2026,2026-05-06,,MKD,denar (Macedonia Północna),0.068674,,
B,018/B/NBP/2026,2026-05-06,,MMK,"kyat (Myanmar, Birma)",0.001718,,
B,018/B/NBP/2026,2026-05-06,,MNT,tugrik (Mongolia),0.001008,,
B,018/B/NBP/2026,2026-05-06,,MOP,pataca (Makau),0.4468,,
B,018/B/NBP/2026,2026-05-06,,MRU,ouguiya (Mauretania),0.09,,
B,018/B/NBP/2026,2026-05-06,,MUR,rupia Mauritiusu,0.0771,,
B,018/B/NBP/2026,2026-05-06,,MVR,rupia (Malediwy),0.2334,,
B,018/B/NBP/2026,2026-05-06,,MWK,kwacha malawijska,0.002081,,
B,018/B/NBP/2026,2026-05-06,,MZN,metical (Mozambik),0.0564,,
B,018/B/NBP/2026,2026-05-06,,NAD,dolar namibijski,0.2197,,
B,018/B/NBP/2026,2026-05-06,,NGN,naira (Nigeria),0.002642,,
B,018/B/NBP/2026,2026-05-06,,NIO,cordoba oro (Nikaragua),0.098,,
B,018/B/NBP/2026,2026-05-06,,NPR,rupia nepalska,0.023729,,
B,018/B/NBP/2026,2026-05-06,,OMR,rial omański,9.3712,,
B,018/B/NBP/2026,2026-05-06,,PAB,balboa (Panama),3.6005,,
B,018/B/NBP/2026,2026-05-06,,PEN,sol (Peru),1.0343,,
B,018/B/NBP/2026,2026-05-06,,PGK,kina (Papua-Nowa Gwinea),0.8299,,
B,018/B/NBP/2026,2026-05-06,,PKR,rupia pakistańska,0.0129,,
B,018/B/NBP/2026,2026-05-06,,PYG,guarani (Paragwaj),0.00059,,
B,018/B/NBP/2026,2026-05-06,,QAR,rial katarski,0.9899,,
B,018/B/NBP/2026,2026-05-06,,RSD,dinar serbski,0.0361,,
B,018/B/NBP/2026,2026-05-06,,RUB,rubel rosyjski,0.0477,,
B,018/B/NBP/2026,2026-05-06,,RWF,frank rwandyjski,0.002468,,
B,018/B/NBP/2026,2026-05-06,,SAR,rial saudyjski,0.9615,,
B,018/B/NBP/2026,2026-05-06,,SBD,dolar Wysp Salomona,0.4534,,
B,018/B/NBP/2026,2026-05-06,,SCR,rupia seszelska,0.2597,,
B,018/B/NBP/2026,2026-05-06,,SDG,funt sudański,0.006011,,
B,018/B/NBP/2026,2026-05-06,,SLE,leone (Sierra Leone),0.1461,,
B,018/B/NBP/2026,2026-05-06,,SOS,szyling somalijski,0.006314,,
B,018/B/NBP/2026,2026-05-06,,SRD,dolar surinamski,0.0963,,
B,018/B/NBP/2026,2026-05-06,,SSP,funt południowosudański,0.000776,,
B,018/B/NBP/2026,2026-05-06,,STN,dobra (Wyspy Świętego Tomasza i Książęca),0.1711,,
B,018/B/NBP/2026,2026-05-06,,SVC,colon salwadorski,0.4122,,
B,018/B/NBP/2026,2026-05-06,,SYP,funt syryjski,0.03124,,
B,018/B/NBP/2026,2026-05-06,,SZL,lilangeni (Eswatini),0.2198,,
B,018/B/NBP/2026,2026-05-06,,TJS,somoni (Tadżykistan),0.3864,,
B,018/B/NBP/2026,2026-05-06,,TMT,nowy manat (Turkmenistan),1.0317,,
B,018/B/NBP/2026,2026-05-06,,TND,dinar tunezyjski,1.2511,,
B,018/B/NBP/2026,2026-05-06,,TOP,pa'anga (Tonga),1.5345,,
B,018/B/NBP/2026,2026-05-06,,TTD,dolar Trynidadu i Tobago,0.5324,,
B,018/B/NBP/2026,2026-05-06,,TWD,nowy dolar tajwański,0.1148,,
B,018/B/NBP/2026,2026-05-06,,TZS,szyling tanzański,0.001385,,
B,018/B/NBP/2026,2026-05-06,,UGX,szyling ugandyjski,0.000955,,
B,018/B/NBP/2026,2026-05-06,,UYU,peso urugwajskie,0.0898,,
B,018/B/NBP/2026,2026-05-06,,UZS,sum (Uzbekistan),0.000299,,
B,018/B/NBP/2026,2026-05-06,,VES,boliwar soberano (Wenezuela),0.0073,,
B,018/B/NBP/2026,2026-05-06,,VND,dong (Wietnam),0.00013706,,
B,018/B/NBP/2026,2026-05-06,,VUV,vatu (Vanuatu),0.030237,,
B,018/B/NBP/2026,2026-05-06,,WST,tala (Samoa),1.3402,,
B,018/B/NBP/2026,2026-05-06,,XAF,frank CFA BEAC,0.006363,,
B,018/B/NBP/2026,2026-05-06,,XCD,dolar wschodniokaraibski,1.3339,,
B,018/B/NBP/2026,2026-05-06,,XCG,gulden karaibski,2.002,,
B,018/B/NBP/2026,2026-05-06,,XOF,frank CFA BCEAO ,0.006429,,
B,018/B/NBP/2026,2026-05-06,,XPF,frank CFP  ,0.035479,,
B,018/B/NBP/2026,2026-05-06,,YER,rial jemeński,0.015125,,
B,018/B/NBP/2026,2026-05-06,,ZMW,kwacha zambijska,0.1907,,
B,018/B/NBP/2026,2026-05-06,,ZWG,złoto Zimbabwe,0.1415,,
C,086/C/NBP/2026,2026-05-06,2026-05-05,AUD,dolar australijski,,2.5823,2.6345
C,086/C/NBP/2026,2026-05-06,2026-05-05,CAD,dolar kanadyjski,,2.642,2.6954
C,086/C/NBP/2026,2026-05-06,2026-05-05,CHF,frank szwajcarski,,4.5923,4.6851
C,086/C/NBP/2026,2026-05-06,2026-05-05,CZK,korona czeska,,0.1726,0.176
C,086/C/NBP/2026,2026-05-06,2026-05-05,DKK,korona duńska,,0.5629,0.5743
C,086/C/NBP/2026,2026-05-06,2026-05-05,EUR,euro,,4.2068,4.2918
C,086/C/NBP/2026,2026-05-06,2026-05-05,GBP,funt szterling,,4.8738,4.9722
C,086/C/NBP/2026,2026-05-06,2026-05-05,HUF,forint (Węgry),,0.011605,0.011839
C,086/C/NBP/2026,2026-05-06,2026-05-05,JPY,jen (Japonia),,0.022792,0.023252
C,086/C/NBP/2026,2026-05-06,2026-05-05,NOK,korona norweska,,0.3885,0.3963
C,086/C/NBP/2026,2026-05-06,2026-05-05,SEK,korona szwedzka,,0.3884,0.3962
C,086/C/NBP/2026,2026-05-06,2026-05-05,USD,dolar amerykański,,3.5964,3.669
C,086/C/NBP/2026,2026-05-06,2026-05-05,XDR,SDR (MFW),,4.9306,5.0302
A,087/A/NBP/2026,2026-05-07,,AUD,dolar australijski,2.6074,,
A,087/A/NBP/2026,2026-05-07,,BRL,real (Brazylia),0.7297,,
A,087/A/NBP/2026,2026-05-07,,CAD,dolar kanadyjski,2.6368,,
A,087/A/NBP/2026,2026-05-07,,CHF,frank szwajcarski,4.6199,,
A,087/A/NBP/2026,2026-05-07,,CLP,peso chilijskie,0.004025,,
A,087/A/NBP/2026,2026-05-07,,CNY,yuan renminbi (Chiny),0.5281,,
A,087/A/NBP/2026,2026-05-07,,CZK,korona czeska,0.174,,
A,087/A/NBP/2026,2026-05-07,,DKK,korona duńska,0.5659,,
A,087/A/NBP/2026,2026-05-07,,EUR,euro,4.2286,,
A,087/A/NBP/2026,2026-05-07,,GBP,funt szterling,4.8934,,
A,087/A/NBP/2026,2026-05-07,,HKD,dolar Hongkongu,0.4586,,
A,087/A/NBP/2026,2026-05-07,,HUF,forint (Węgry),0.011856,,
A,087/A/NBP/2026,2026-05-07,,IDR,rupia indonezyjska,0.00020722,,
A,087/A/NBP/2026,2026-05-07,,ILS,nowy izraelski szekel,1.2378,,
A,087/A/NBP/2026,2026-05-07,,INR,rupia indyjska,0.03815,,
A,087/A/NBP/2026,2026-05-07,,ISK,korona islandzka,0.029406,,
A,087/A/NBP/2026,2026-05-07,,JPY,jen (Japonia),0.022978,,
A,087/A/NBP/2026,2026-05-07,,KRW,won południowokoreański,0.002475,,
A,087/A/NBP/2026,2026-05-07,,MXN,peso meksykańskie,0.2087,,
A,087/A/NBP/2026,2026-05-07,,MYR,ringgit (Malezja),0.9194,,
A,087/A/NBP/2026,2026-05-07,,NOK,korona norweska,0.3889,,
A,087/A/NBP/2026,2026-05-07,,NZD,dolar nowozelandzki,2.1465,,
A,087/A/NBP/2026,2026-05-07,,PHP,peso filipińskie,0.0595,,
A,087/A/NBP/2026,2026-05-07,,RON,lej rumuński,0.8028,,
A,087/A/NBP/2026,2026-05-07,,SEK,korona szwedzka,0.3897,,
A,087/A/NBP/2026,2026-05-07,,SGD,dolar singapurski,2.8379,,
A,087/A/NBP/2026,2026-05-07,,THB,bat (Tajlandia),0.1119,,
A,087/A/NBP/2026,2026-05-07,,TRY,lira turecka,0.0792,,
A,087/A/NBP/2026,2026-05-07,,UAH,hrywna (Ukraina),0.082,,
A,087/A/NBP/2026,2026-05-07,,USD,dolar amerykański,3.5921,,
A,087/A/NBP/2026,2026-05-07,,XDR,SDR (MFW),4.9503,,
A,087/A/NBP/2026,2026-05-07,,ZAR,rand (Republika Południowej Afryki),0.2207,,
C,087/C/NBP/2026,2026-05-07,2026-05-06,AUD,dolar australijski,,2.5792,2.6314
C,087/C/NBP/2026,2026-05-07,2026-05-06,CAD,dolar kanadyjski,,2.6181,2.6709
C,087/C/NBP/2026,2026-05-07,2026-05-06,CHF,frank szwajcarski,,4.572,4.6644
C,087/C/NBP/2026,2026-05-07,2026-05-06,CZK,korona czeska,,0.1722,0.1756
C,087/C/NBP/2026,2026-05-07,2026-05-06,DKK,korona duńska,,0.5607,0.5721
C,087/C/NBP/2026,2026-05-07,2026-05-06,EUR,euro,,4.1898,4.2744
C,087/C/NBP/2026,2026-05-07,2026-05-06,GBP,funt szterling,,4.8515,4.9495
C,087/C/NBP/2026,2026-05-07,2026-05-06,HUF,forint (Węgry),,0.01167,0.011906
C,087/C/NBP/2026,2026-05-07,2026-05-06,JPY,jen (Japonia),,0.022837,0.023299
C,087/C/NBP/2026,2026-05-07,2026-05-06,NOK,korona norweska,,0.3843,0.3921
C,087/C/NBP/2026,2026-05-07,2026-05-06,SEK,korona szwedzka,,0.3866,0.3944
C,087/C/NBP/2026,2026-05-07,2026-05-06,USD,dolar amerykański,,3.5652,3.6372
C,087/C/NBP/2026,2026-05-07,2026-05-06,XDR,SDR (MFW),,4.9144,5.0136
A,088/A/NBP/2026,2026-05-08,,AUD,dolar australijski,2.6003,,
A,088/A/NBP/2026,2026-05-08,,BRL,real (Brazylia),0.7298,,
A,088/A/NBP/2026,2026-05-08,,CAD,dolar kanadyjski,2.633,,
A,088/A/NBP/2026,2026-05-08,,CHF,frank szwajcarski,4.6187,,
A,088/A/NBP/2026,2026-05-08,,CLP,peso chilijskie,0.004024,,
A,088/A/NBP/2026,2026-05-08,,CNY,yuan renminbi (Chiny),0.5284,,
A,088/A/NBP/2026,2026-05-08,,CZK,korona czeska,0.174,,
A,088/A/NBP/2026,2026-05-08,,DKK,korona duńska,0.5659,,
A,088/A/NBP/2026,2026-05-08,,EUR,euro,4.2284,,
A,088/A/NBP/2026,2026-05-08,,GBP,funt szterling,4.8931,,
A,088/A/NBP/2026,2026-05-08,,HKD,dolar Hongkongu,0.459,,
A,088/A/NBP/2026,2026-05-08,,HUF,forint (Węgry),0.011906,,
A,088/A/NBP/2026,2026-05-08,,IDR,rupia indonezyjska,0.00020701,,
A,088/A/NBP/2026,2026-05-08,,ILS,nowy izraelski szekel,1.2367,,
A,088/A/NBP/2026,2026-05-08,,INR,rupia indyjska,0.038065,,
A,088/A/NBP/2026,2026-05-08,,ISK,korona islandzka,0.029405,,
A,088/A/NBP/2026,2026-05-08,,JPY,jen (Japonia),0.022937,,
A,088/A/NBP/2026,2026-05-08,,KRW,won południowokoreański,0.00245,,
A,088/A/NBP/2026,2026-05-08,,MXN,peso meksykańskie,0.2085,,
A,088/A/NBP/2026,2026-05-08,,MYR,ringgit (Malezja),0.9171,,
A,088/A/NBP/2026,2026-05-08,,NOK,korona norweska,0.389,,
A,088/A/NBP/2026,2026-05-08,,NZD,dolar nowozelandzki,2.1431,,
A,088/A/NBP/2026,2026-05-08,,PHP,peso filipińskie,0.0593,,
A,088/A/NBP/2026,2026-05-08,,RON,lej rumuński,0.8067,,
A,088/A/NBP/2026,2026-05-08,,SEK,korona szwedzka,0.3899,,
A,088/A/NBP/2026,2026-05-08,,SGD,dolar singapurski,2.836,,
A,088/A/NBP/2026,2026-05-08,,THB,bat (Tajlandia),0.1116,,
A,088/A/NBP/2026,2026-05-08,,TRY,lira turecka,0.0792,,
A,088/A/NBP/2026,2026-05-08,,UAH,hrywna (Ukraina),0.082,,
A,088/A/NBP/2026,2026-05-08,,USD,dolar amerykański,3.5947,,
A,088/A/NBP/2026,2026-05-08,,XDR,SDR (MFW),4.9429,,
A,088/A/NBP/2026,2026-05-08,,ZAR,rand (Republika Południowej Afryki),0.2189,,
C,088/C/NBP/2026,2026-05-08,2026-05-07,AUD,dolar australijski,,2.5769,2.6289
C,088/C/NBP/2026,2026-05-08,2026-05-07,CAD,dolar kanadyjski,,2.6067,2.6593
C,088/C/NBP/2026,2026-05-08,2026-05-07,CHF,frank szwajcarski,,4.5747,4.6671
C,088/C/NBP/2026,2026-05-08,2026-05-07,CZK,korona czeska,,0.1723,0.1757
C,088/C/NBP/2026,2026-05-08,2026-05-07,DKK,korona duńska,,0.5598,0.5712
C,088/C/NBP/2026,2026-05-08,2026-05-07,EUR,euro,,4.1837,4.2683
C,088/C/NBP/2026,2026-05-08,2026-05-07,GBP,funt szterling,,4.8415,4.9393
C,088/C/NBP/2026,2026-05-08,2026-05-07,HUF,forint (Węgry),,0.011759,0.011997
C,088/C/NBP/2026,2026-05-08,2026-05-07,JPY,jen (Japonia),,0.022738,0.023198
C,088/C/NBP/2026,2026-05-08,2026-05-07,NOK,korona norweska,,0.3836,0.3914
C,088/C/NBP/2026,2026-05-08,2026-05-07,SEK,korona szwedzka,,0.3861,0.3939
C,088/C/NBP/2026,2026-05-08,2026-05-07,USD,dolar amerykański,,3.555,3.6268
C,088/C/NBP/2026,2026-05-08,2026-05-07,XDR,SDR (MFW),,4.8978,4.9968
A,089/A/NBP/2026,2026-05-11,,AUD,dolar australijski,2.6064,,
A,089/A/NBP/2026,2026-05-11,,BRL,real (Brazylia),0.7354,,
A,089/A/NBP/2026,2026-05-11,,CAD,dolar kanadyjski,2.6343,,
A,089/A/NBP/2026,2026-05-11,,CHF,frank szwajcarski,4.6258,,
A,089/A/NBP/2026,2026-05-11,,CLP,peso chilijskie,0.004032,,
A,089/A/NBP/2026,2026-05-11,,CNY,yuan renminbi (Chiny),0.5298,,
A,089/A/NBP/2026,2026-05-11,,CZK,korona czeska,0.1743,,
A,089/A/NBP/2026,2026-05-11,,DKK,korona duńska,0.5672,,
A,089/A/NBP/2026,2026-05-11,,EUR,euro,4.2386,,
A,089/A/NBP/2026,2026-05-11,,GBP,funt szterling,4.8998,,
A,089/A/NBP/2026,2026-05-11,,HKD,dolar Hongkongu,0.4599,,
A,089/A/NBP/2026,2026-05-11,,HUF,forint (Węgry),0.011934,,
A,089/A/NBP/2026,2026-05-11,,IDR,rupia indonezyjska,0.00020682,,
A,089/A/NBP/2026,2026-05-11,,ILS,nowy izraelski szekel,1.2365,,
A,089/A/NBP/2026,2026-05-11,,INR,rupia indyjska,0.037815,,
A,089/A/NBP/2026,2026-05-11,,ISK,korona islandzka,0.029476,,
A,089/A/NBP/2026,2026-05-11,,JPY,jen (Japonia),0.022921,,
A,089/A/NBP/2026,2026-05-11,,KRW,won południowokoreański,0.002448,,
A,089/A/NBP/2026,2026-05-11,,MXN,peso meksykańskie,0.2093,,
A,089/A/NBP/2026,2026-05-11,,MYR,ringgit (Malezja),0.9177,,
A,089/A/NBP/2026,2026-05-11,,NOK,korona norweska,0.3913,,
A,089/A/NBP/2026,2026-05-11,,NZD,dolar nowozelandzki,2.1423,,
A,089/A/NBP/2026,2026-05-11,,PHP,peso filipińskie,0.0591,,
A,089/A/NBP/2026,2026-05-11,,RON,lej rumuński,0.8125,,
A,089/A/NBP/2026,2026-05-11,,SEK,korona szwedzka,0.3897,,
A,089/A/NBP/2026,2026-05-11,,SGD,dolar singapurski,2.8374,,
A,089/A/NBP/2026,2026-05-11,,THB,bat (Tajlandia),0.111,,
A,089/A/NBP/2026,2026-05-11,,TRY,lira turecka,0.0793,,
A,089/A/NBP/2026,2026-05-11,,UAH,hrywna (Ukraina),0.0818,,
A,089/A/NBP/2026,2026-05-11,,USD,dolar amerykański,3.6007,,
A,089/A/NBP/2026,2026-05-11,,XDR,SDR (MFW),4.9566,,
A,089/A/NBP/2026,2026-05-11,,ZAR,rand (Republika Południowej Afryki),0.2191,,
C,089/C/NBP/2026,2026-05-11,2026-05-08,AUD,dolar australijski,,2.5746,2.6266
C,089/C/NBP/2026,2026-05-11,2026-05-08,CAD,dolar kanadyjski,,2.5933,2.6457
C,089/C/NBP/2026,2026-05-11,2026-05-08,CHF,frank szwajcarski,,4.5728,4.6652
C,089/C/NBP/2026,2026-05-11,2026-05-08,CZK,korona czeska,,0.1724,0.1758
C,089/C/NBP/2026,2026-05-11,2026-05-08,DKK,korona duńska,,0.5603,0.5717
C,089/C/NBP/2026,2026-05-11,2026-05-08,EUR,euro,,4.1869,4.2715
C,089/C/NBP/2026,2026-05-11,2026-05-08,GBP,funt szterling,,4.8435,4.9413
C,089/C/NBP/2026,2026-05-11,2026-05-08,HUF,forint (Węgry),,0.011814,0.012052
C,089/C/NBP/2026,2026-05-11,2026-05-08,JPY,jen (Japonia),,0.02271,0.023168
C,089/C/NBP/2026,2026-05-11,2026-05-08,NOK,korona norweska,,0.3863,0.3941
C,089/C/NBP/2026,2026-05-11,2026-05-08,SEK,korona szwedzka,,0.3861,0.3939
C,089/C/NBP/2026,2026-05-11,2026-05-08,USD,dolar amerykański,,3.5547,3.6265
C,089/C/NBP/2026,2026-05-11,2026-05-08,XDR,SDR (MFW),,4.8944,4.9932
A,090/A/NBP/2026,2026-05-12,,AUD,dolar australijski,2.6102,,
A,090/A/NBP/2026,2026-05-12,,BRL,real (Brazylia),0.7401,,
A,090/A/NBP/2026,2026-05-12,,CAD,dolar kanadyjski,2.6392,,
A,090/A/NBP/2026,2026-05-12,,CHF,frank szwajcarski,4.633,,
A,090/A/NBP/2026,2026-05-12,,CLP,peso chilijskie,0.004032,,
A,090/A/NBP/2026,2026-05-12,,CNY,yuan renminbi (Chiny),0.5321,,
A,090/A/NBP/2026,2026-05-12,,CZK,korona czeska,0.1746,,
A,090/A/NBP/2026,2026-05-12,,DKK,korona duńska,0.5684,,
A,090/A/NBP/2026,2026-05-12,,EUR,euro,4.2478,,
A,090/A/NBP/2026,2026-05-12,,GBP,funt szterling,4.8935,,
A,090/A/NBP/2026,2026-05-12,,HKD,dolar Hongkongu,0.462,,
A,090/A/NBP/2026,2026-05-12,,HUF,forint (Węgry),0.01191,,
A,090/A/NBP/2026,2026-05-12,,IDR,rupia indonezyjska,0.00020673,,
A,090/A/NBP/2026,2026-05-12,,ILS,nowy izraelski szekel,1.2421,,
A,090/A/NBP/2026,2026-05-12,,INR,rupia indyjska,0.037798,,
A,090/A/NBP/2026,2026-05-12,,ISK,korona islandzka,0.029581,,
A,090/A/NBP/2026,2026-05-12,,JPY,jen (Japonia),0.022946,,
A,090/A/NBP/2026,2026-05-12,,KRW,won południowokoreański,0.002427,,
