table_type,table_no,effective_date,trading_date,code,currency_name_pl,mid,bid,ask
C,005/C/NBP/2026,2026-01-09,2026-01-08,CHF,frank szwajcarski,,4.4811,4.5717
C,005/C/NBP/2026,2026-01-09,2026-01-08,CZK,korona czeska,,0.1719,0.1753
C,005/C/NBP/2026,2026-01-09,2026-01-08,DKK,korona duńska,,0.5583,0.5695
C,005/C/NBP/2026,2026-01-09,2026-01-08,EUR,euro,,4.1715,4.2557
C,005/C/NBP/2026,2026-01-09,2026-01-08,GBP,funt szterling,,4.805,4.902
C,005/C/NBP/2026,2026-01-09,2026-01-08,HUF,forint (Węgry),,0.01084,0.011058
C,005/C/NBP/2026,2026-01-09,2026-01-08,JPY,jen (Japonia),,0.022781,0.023241
C,005/C/NBP/2026,2026-01-09,2026-01-08,NOK,korona norweska,,0.3539,0.3611
C,005/C/NBP/2026,2026-01-09,2026-01-08,SEK,korona szwedzka,,0.388,0.3958
C,005/C/NBP/2026,2026-01-09,2026-01-08,USD,dolar amerykański,,3.5762,3.6484
C,005/C/NBP/2026,2026-01-09,2026-01-08,XDR,SDR (MFW),,4.9044,5.0034
A,006/A/NBP/2026,2026-01-12,,AUD,dolar australijski,2.4167,,
A,006/A/NBP/2026,2026-01-12,,BRL,real (Brazylia),0.6712,,
A,006/A/NBP/2026,2026-01-12,,CAD,dolar kanadyjski,2.5963,,
A,006/A/NBP/2026,2026-01-12,,CHF,frank szwajcarski,4.5212,,
A,006/A/NBP/2026,2026-01-12,,CLP,peso chilijskie,0.004034,,
A,006/A/NBP/2026,2026-01-12,,CNY,yuan renminbi (Chiny),0.5168,,
A,006/A/NBP/2026,2026-01-12,,CZK,korona czeska,0.1733,,
A,006/A/NBP/2026,2026-01-12,,DKK,korona duńska,0.5634,,
A,006/A/NBP/2026,2026-01-12,,EUR,euro,4.2097,,
A,006/A/NBP/2026,2026-01-12,,GBP,funt szterling,4.8482,,
A,006/A/NBP/2026,2026-01-12,,HKD,dolar Hongkongu,0.4622,,
A,006/A/NBP/2026,2026-01-12,,HUF,forint (Węgry),0.010904,,
A,006/A/NBP/2026,2026-01-12,,IDR,rupia indonezyjska,0.00021413,,
A,006/A/NBP/2026,2026-01-12,,ILS,nowy izraelski szekel,1.141,,
A,006/A/NBP/2026,2026-01-12,,INR,rupia indyjska,0.039966,,
A,006/A/NBP/2026,2026-01-12,,ISK,korona islandzka,0.028599,,
A,006/A/NBP/2026,2026-01-12,,JPY,jen (Japonia),0.022822,,
A,006/A/NBP/2026,2026-01-12,,KRW,won południowokoreański,0.002453,,
A,006/A/NBP/2026,2026-01-12,,MXN,peso meksykańskie,0.2012,,
A,006/A/NBP/2026,2026-01-12,,MYR,ringgit (Malezja),0.8871,,
A,006/A/NBP/2026,2026-01-12,,NOK,korona norweska,0.3579,,
A,006/A/NBP/2026,2026-01-12,,NZD,dolar nowozelandzki,2.0738,,
A,006/A/NBP/2026,2026-01-12,,PHP,peso filipińskie,0.0608,,
A,006/A/NBP/2026,2026-01-12,,RON,lej rumuński,0.8271,,
A,006/A/NBP/2026,2026-01-12,,SEK,korona szwedzka,0.3928,,
A,006/A/NBP/2026,2026-01-12,,SGD,dolar singapurski,2.8016,,
A,006/A/NBP/2026,2026-01-12,,THB,bat (Tajlandia),0.1154,,
A,006/A/NBP/2026,2026-01-12,,TRY,lira turecka,0.0835,,
A,006/A/NBP/2026,2026-01-12,,UAH,hrywna (Ukraina),0.0833,,
A,006/A/NBP/2026,2026-01-12,,USD,dolar amerykański,3.6037,,
A,006/A/NBP/2026,2026-01-12,,XDR,SDR (MFW),4.9493,,
A,006/A/NBP/2026,2026-01-12,,ZAR,rand (Republika Południowej Afryki),0.2195,,
C,006/C/NBP/2026,2026-01-12,2026-01-09,AUD,dolar australijski,,2.394,2.4424
C,006/C/NBP/2026,2026-01-12,2026-01-09,CAD,dolar kanadyjski,,2.5813,2.6335
C,006/C/NBP/2026,2026-01-12,2026-01-09,CHF,frank szwajcarski,,4.4744,4.5648
C,006/C/NBP/2026,2026-01-12,2026-01-09,CZK,korona czeska,,0.1718,0.1752
C,006/C/NBP/2026,2026-01-12,2026-01-09,DKK,korona duńska,,0.5581,0.5693
C,006/C/NBP/2026,2026-01-12,2026-01-09,EUR,euro,,4.1697,4.2539
C,006/C/NBP/2026,2026-01-12,2026-01-09,GBP,funt szterling,,4.8063,4.9033
C,006/C/NBP/2026,2026-01-12,2026-01-09,HUF,forint (Węgry),,0.010806,0.011024
C,006/C/NBP/2026,2026-01-12,2026-01-09,JPY,jen (Japonia),,0.022687,0.023145
C,006/C/NBP/2026,2026-01-12,2026-01-09,NOK,korona norweska,,0.3547,0.3619
C,006/C/NBP/2026,2026-01-12,2026-01-09,SEK,korona szwedzka,,0.3887,0.3965
C,006/C/NBP/2026,2026-01-12,2026-01-09,USD,dolar amerykański,,3.5831,3.6555
C,006/C/NBP/2026,2026-01-12,2026-01-09,XDR,SDR (MFW),,4.9023,5.0013
A,007/A/NBP/2026,2026-01-13,,AUD,dolar australijski,2.4197,,
A,007/A/NBP/2026,2026-01-13,,BRL,real (Brazylia),0.6716,,
A,007/A/NBP/2026,2026-01-13,,CAD,dolar kanadyjski,2.6006,,
A,007/A/NBP/2026,2026-01-13,,CHF,frank szwajcarski,4.5235,,
A,007/A/NBP/2026,2026-01-13,,CLP,peso chilijskie,0.004079,,
A,007/A/NBP/2026,2026-01-13,,CNY,yuan renminbi (Chiny),0.5173,,
A,007/A/NBP/2026,2026-01-13,,CZK,korona czeska,0.1735,,
A,007/A/NBP/2026,2026-01-13,,DKK,korona duńska,0.5636,,
A,007/A/NBP/2026,2026-01-13,,EUR,euro,4.2116,,
A,007/A/NBP/2026,2026-01-13,,GBP,funt szterling,4.8644,,
A,007/A/NBP/2026,2026-01-13,,HKD,dolar Hongkongu,0.4626,,
A,007/A/NBP/2026,2026-01-13,,HUF,forint (Węgry),0.010912,,
A,007/A/NBP/2026,2026-01-13,,IDR,rupia indonezyjska,0.00021395,,
A,007/A/NBP/2026,2026-01-13,,ILS,nowy izraelski szekel,1.1492,,
A,007/A/NBP/2026,2026-01-13,,INR,rupia indyjska,0.040007,,
A,007/A/NBP/2026,2026-01-13,,ISK,korona islandzka,0.028729,,
A,007/A/NBP/2026,2026-01-13,,JPY,jen (Japonia),0.02271,,
A,007/A/NBP/2026,2026-01-13,,KRW,won południowokoreański,0.00245,,
A,007/A/NBP/2026,2026-01-13,,MXN,peso meksykańskie,0.2015,,
A,007/A/NBP/2026,2026-01-13,,MYR,ringgit (Malezja),0.8893,,
A,007/A/NBP/2026,2026-01-13,,NOK,korona norweska,0.3581,,
A,007/A/NBP/2026,2026-01-13,,NZD,dolar nowozelandzki,2.0821,,
A,007/A/NBP/2026,2026-01-13,,PHP,peso filipińskie,0.0608,,
A,007/A/NBP/2026,2026-01-13,,RON,lej rumuński,0.8275,,
A,007/A/NBP/2026,2026-01-13,,SEK,korona szwedzka,0.3932,,
A,007/A/NBP/2026,2026-01-13,,SGD,dolar singapurski,2.8035,,
A,007/A/NBP/2026,2026-01-13,,THB,bat (Tajlandia),0.1147,,
A,007/A/NBP/2026,2026-01-13,,TRY,lira turecka,0.0835,,
A,007/A/NBP/2026,2026-01-13,,UAH,hrywna (Ukraina),0.0835,,
A,007/A/NBP/2026,2026-01-13,,USD,dolar amerykański,3.6083,,
A,007/A/NBP/2026,2026-01-13,,XDR,SDR (MFW),4.9515,,
A,007/A/NBP/2026,2026-01-13,,ZAR,rand (Republika Południowej Afryki),0.2199,,
C,007/C/NBP/2026,2026-01-13,2026-01-12,AUD,dolar australijski,,2.3964,2.4448
C,007/C/NBP/2026,2026-01-13,2026-01-12,CAD,dolar kanadyjski,,2.5727,2.6247
C,007/C/NBP/2026,2026-01-13,2026-01-12,CHF,frank szwajcarski,,4.4798,4.5704
C,007/C/NBP/2026,2026-01-13,2026-01-12,CZK,korona czeska,,0.1717,0.1751
C,007/C/NBP/2026,2026-01-13,2026-01-12,DKK,korona duńska,,0.5582,0.5694
C,007/C/NBP/2026,2026-01-13,2026-01-12,EUR,euro,,4.1705,4.2547
C,007/C/NBP/2026,2026-01-13,2026-01-12,GBP,funt szterling,,4.8122,4.9094
C,007/C/NBP/2026,2026-01-13,2026-01-12,HUF,forint (Węgry),,0.010777,0.010995
C,007/C/NBP/2026,2026-01-13,2026-01-12,JPY,jen (Japonia),,0.022614,0.02307
C,007/C/NBP/2026,2026-01-13,2026-01-12,NOK,korona norweska,,0.3551,0.3623
C,007/C/NBP/2026,2026-01-13,2026-01-12,SEK,korona szwedzka,,0.3899,0.3977
C,007/C/NBP/2026,2026-01-13,2026-01-12,USD,dolar amerykański,,3.5717,3.6439
C,007/C/NBP/2026,2026-01-13,2026-01-12,XDR,SDR (MFW),,4.9032,5.0022
A,008/A/NBP/2026,2026-01-14,,AUD,dolar australijski,2.4198,,
A,008/A/NBP/2026,2026-01-14,,BRL,real (Brazylia),0.6726,,
A,008/A/NBP/2026,2026-01-14,,CAD,dolar kanadyjski,2.6016,,
A,008/A/NBP/2026,2026-01-14,,CHF,frank szwajcarski,4.5059,,
A,008/A/NBP/2026,2026-01-14,,CLP,peso chilijskie,0.004079,,
A,008/A/NBP/2026,2026-01-14,,CNY,yuan renminbi (Chiny),0.5183,,
A,008/A/NBP/2026,2026-01-14,,CZK,korona czeska,0.1739,,
A,008/A/NBP/2026,2026-01-14,,DKK,korona duńska,0.5635,,
A,008/A/NBP/2026,2026-01-14,,EUR,euro,4.211,,
A,008/A/NBP/2026,2026-01-14,,GBP,funt szterling,4.8631,,
A,008/A/NBP/2026,2026-01-14,,HKD,dolar Hongkongu,0.4635,,
A,008/A/NBP/2026,2026-01-14,,HUF,forint (Węgry),0.010933,,
A,008/A/NBP/2026,2026-01-14,,IDR,rupia indonezyjska,0.00021435,,
A,008/A/NBP/2026,2026-01-14,,ILS,nowy izraelski szekel,1.1489,,
A,008/A/NBP/2026,2026-01-14,,INR,rupia indyjska,0.040038,,
A,008/A/NBP/2026,2026-01-14,,ISK,korona islandzka,0.028724,,
A,008/A/NBP/2026,2026-01-14,,JPY,jen (Japonia),0.022764,,
A,008/A/NBP/2026,2026-01-14,,KRW,won południowokoreański,0.002455,,
A,008/A/NBP/2026,2026-01-14,,MXN,peso meksykańskie,0.2029,,
A,008/A/NBP/2026,2026-01-14,,MYR,ringgit (Malezja),0.8929,,
A,008/A/NBP/2026,2026-01-14,,NOK,korona norweska,0.3585,,
A,008/A/NBP/2026,2026-01-14,,NZD,dolar nowozelandzki,2.0771,,
A,008/A/NBP/2026,2026-01-14,,PHP,peso filipińskie,0.0608,,
A,008/A/NBP/2026,2026-01-14,,RON,lej rumuński,0.8273,,
A,008/A/NBP/2026,2026-01-14,,SEK,korona szwedzka,0.3925,,
A,008/A/NBP/2026,2026-01-14,,SGD,dolar singapurski,2.8073,,
A,008/A/NBP/2026,2026-01-14,,THB,bat (Tajlandia),0.115,,
A,008/A/NBP/2026,2026-01-14,,TRY,lira turecka,0.0837,,
A,008/A/NBP/2026,2026-01-14,,UAH,hrywna (Ukraina),0.084,,
A,008/A/NBP/2026,2026-01-14,,USD,dolar amerykański,3.614,,
A,008/A/NBP/2026,2026-01-14,,XDR,SDR (MFW),4.9508,,
A,008/A/NBP/2026,2026-01-14,,ZAR,rand (Republika Południowej Afryki),0.2208,,
B,002/B/NBP/2026,2026-01-14,,AED,dirham ZEA (Zjednoczone Emiraty Arabskie),0.9843,,
B,002/B/NBP/2026,2026-01-14,,AFN,afgani (Afganistan),0.05454,,
B,002/B/NBP/2026,2026-01-14,,ALL,lek (Albania),0.04361,,
B,002/B/NBP/2026,2026-01-14,,AMD,dram (Armenia),0.009514,,
B,002/B/NBP/2026,2026-01-14,,AOA,kwanza (Angola),0.003935,,
B,002/B/NBP/2026,2026-01-14,,ARS,peso argentyńskie,0.002479,,
B,002/B/NBP/2026,2026-01-14,,AWG,florin arubański,1.9976,,
B,002/B/NBP/2026,2026-01-14,,AZN,manat azerbejdżański,2.1267,,
B,002/B/NBP/2026,2026-01-14,,BAM,wymienialna marka (Bośnia i Hercegowina),2.1508,,
B,002/B/NBP/2026,2026-01-14,,BBD,dolar barbadoski,1.795,,
B,002/B/NBP/2026,2026-01-14,,BDT,taka (Bangladesz),0.029586,,
B,002/B/NBP/2026,2026-01-14,,BHD,dinar bahrajski,9.589,,
B,002/B/NBP/2026,2026-01-14,,BIF,frank burundyjski,0.001221,,
B,002/B/NBP/2026,2026-01-14,,BND,dolar brunejski,2.8081,,
B,002/B/NBP/2026,2026-01-14,,BOB,boliwiano (Boliwia),0.5221,,
B,002/B/NBP/2026,2026-01-14,,BSD,dolar bahamski,3.614,,
B,002/B/NBP/2026,2026-01-14,,BWP,pula (Botswana),0.2709,,
B,002/B/NBP/2026,2026-01-14,,BYN,rubel białoruski,1.2402,,
B,002/B/NBP/2026,2026-01-14,,BZD,dolar belizeński,1.7976,,
B,002/B/NBP/2026,2026-01-14,,CDF,frank kongijski (Dem. Republika Konga),0.001585,,
B,002/B/NBP/2026,2026-01-14,,COP,peso kolumbijskie,0.000991,,
B,002/B/NBP/2026,2026-01-14,,CRC,colon kostarykański,0.007279,,
B,002/B/NBP/2026,2026-01-14,,CUP,peso kubańskie,3.614,,
B,002/B/NBP/2026,2026-01-14,,CVE,escudo Zielonego Przylądka,0.038,,
B,002/B/NBP/2026,2026-01-14,,DJF,frank Dżibuti,0.020303,,
B,002/B/NBP/2026,2026-01-14,,DOP,peso dominikańskie,0.0568,,
B,002/B/NBP/2026,2026-01-14,,DZD,dinar algierski,0.027788,,
B,002/B/NBP/2026,2026-01-14,,EGP,funt egipski,0.0767,,
B,002/B/NBP/2026,2026-01-14,,ERN,nakfa (Erytrea),0.2398,,
B,002/B/NBP/2026,2026-01-14,,ETB,birr etiopski,0.0232,,
B,002/B/NBP/2026,2026-01-14,,FJD,dolar Fidżi,1.5849,,
B,002/B/NBP/2026,2026-01-14,,GEL,lari (Gruzja),1.3413,,
B,002/B/NBP/2026,2026-01-14,,GHS,Ghana cedi ,0.3358,,
B,002/B/NBP/2026,2026-01-14,,GIP,funt gibraltarski,4.8631,,
B,002/B/NBP/2026,2026-01-14,,GMD,dalasi (Gambia),0.0489,,
B,002/B/NBP/2026,2026-01-14,,GNF,frank gwinejski,0.000413,,
B,002/B/NBP/2026,2026-01-14,,GTQ,quetzal (Gwatemala),0.4715,,
B,002/B/NBP/2026,2026-01-14,,GYD,dolar gujański,0.017281,,
B,002/B/NBP/2026,2026-01-14,,HNL,lempira (Honduras),0.1371,,
B,002/B/NBP/2026,2026-01-14,,HTG,gourde (Haiti),0.0276,,
B,002/B/NBP/2026,2026-01-14,,IQD,dinar iracki,0.00276,,
B,002/B/NBP/2026,2026-01-14,,IRR,rial irański,3.46e-06,,
B,002/B/NBP/2026,2026-01-14,,JMD,dolar jamajski,0.0229,,
B,002/B/NBP/2026,2026-01-14,,JOD,dinar jordański,5.0993,,
B,002/B/NBP/2026,2026-01-14,,KES,szyling kenijski,0.028027,,
B,002/B/NBP/2026,2026-01-14,,KGS,som (Kirgistan),0.0413,,
B,002/B/NBP/2026,2026-01-14,,KHR,riel (Kambodża),0.000898,,
B,002/B/NBP/2026,2026-01-14,,KMF,frank Komorów,0.008554,,
B,002/B/NBP/2026,2026-01-14,,KWD,dinar kuwejcki,11.822,,
B,002/B/NBP/2026,2026-01-14,,KZT,tenge (Kazachstan),0.007082,,
B,002/B/NBP/2026,2026-01-14,,LAK,kip (Laos),0.000167,,
B,002/B/NBP/2026,2026-01-14,,LBP,funt libański,4e-05,,
B,002/B/NBP/2026,2026-01-14,,LKR,rupia lankijska,0.011695,,
B,002/B/NBP/2026,2026-01-14,,LRD,dolar liberyjski,0.0201,,
B,002/B/NBP/2026,2026-01-14,,LSL,loti (Lesotho),0.2212,,
B,002/B/NBP/2026,2026-01-14,,LYD,dinar libijski,0.6656,,
B,002/B/NBP/2026,2026-01-14,,MAD,dirham marokański,0.3919,,
B,002/B/NBP/2026,2026-01-14,,MDL,lej Mołdawii,0.2115,,
B,002/B/NBP/2026,2026-01-14,,MGA,ariary (Madagaskar),0.00078,,
B,002/B/NBP/2026,2026-01-14,,MKD,denar (Macedonia Północna),0.068388,,
B,002/B/NBP/2026,2026-01-14,,MMK,"kyat (Myanmar, Birma)",0.001722,,
B,002/B/NBP/2026,2026-01-14,,MNT,tugrik (Mongolia),0.001015,,
B,002/B/NBP/2026,2026-01-14,,MOP,pataca (Makau),0.4498,,
B,002/B/NBP/2026,2026-01-14,,MRU,ouguiya (Mauretania),0.0906,,
B,002/B/NBP/2026,2026-01-14,,MUR,rupia Mauritiusu,0.0783,,
B,002/B/NBP/2026,2026-01-14,,MVR,rupia (Malediwy),0.2339,,
B,002/B/NBP/2026,2026-01-14,,MWK,kwacha malawijska,0.002085,,
B,002/B/NBP/2026,2026-01-14,,MZN,metical (Mozambik),0.0566,,
B,002/B/NBP/2026,2026-01-14,,NAD,dolar namibijski,0.2213,,
B,002/B/NBP/2026,2026-01-14,,NGN,naira (Nigeria),0.002542,,
B,002/B/NBP/2026,2026-01-14,,NIO,cordoba oro (Nikaragua),0.0982,,
B,002/B/NBP/2026,2026-01-14,,NPR,rupia nepalska,0.025054,,
B,002/B/NBP/2026,2026-01-14,,OMR,rial omański,9.3909,,
B,002/B/NBP/2026,2026-01-14,,PAB,balboa (Panama),3.614,,
B,002/B/NBP/2026,2026-01-14,,PEN,sol (Peru),1.0763,,
B,002/B/NBP/2026,2026-01-14,,PGK,kina (Papua-Nowa Gwinea),0.8469,,
B,002/B/NBP/2026,2026-01-14,,PKR,rupia pakistańska,0.0129,,
B,002/B/NBP/2026,2026-01-14,,PYG,guarani (Paragwaj),0.000533,,
B,002/B/NBP/2026,2026-01-14,,QAR,rial katarski,0.9891,,
B,002/B/NBP/2026,2026-01-14,,RSD,dinar serbski,0.0359,,
B,002/B/NBP/2026,2026-01-14,,RUB,rubel rosyjski,0.0461,,
B,002/B/NBP/2026,2026-01-14,,RWF,frank rwandyjski,0.00248,,
B,002/B/NBP/2026,2026-01-14,,SAR,rial saudyjski,0.964,,
B,002/B/NBP/2026,2026-01-14,,SBD,dolar Wysp Salomona,0.4492,,
B,002/B/NBP/2026,2026-01-14,,SCR,rupia seszelska,0.2673,,
B,002/B/NBP/2026,2026-01-14,,SDG,funt sudański,0.006025,,
B,002/B/NBP/2026,2026-01-14,,SLE,leone (Sierra Leone),0.1497,,
B,002/B/NBP/2026,2026-01-14,,SOS,szyling somalijski,0.006337,,
B,002/B/NBP/2026,2026-01-14,,SRD,dolar surinamski,0.0949,,
B,002/B/NBP/2026,2026-01-14,,SSP,funt południowosudański,0.000796,,
B,002/B/NBP/2026,2026-01-14,,STN,dobra (Wyspy Świętego Tomasza i Książęca),0.1701,,
B,002/B/NBP/2026,2026-01-14,,SVC,colon salwadorski,0.413,,
B,002/B/NBP/2026,2026-01-14,,SYP,funt syryjski,0.031288,,
B,002/B/NBP/2026,2026-01-14,,SZL,lilangeni (Eswatini),0.2212,,
B,002/B/NBP/2026,2026-01-14,,TJS,somoni (Tadżykistan),0.3878,,
B,002/B/NBP/2026,2026-01-14,,TMT,nowy manat (Turkmenistan),1.0334,,
B,002/B/NBP/2026,2026-01-14,,TND,dinar tunezyjski,1.2479,,
B,002/B/NBP/2026,2026-01-14,,TOP,pa'anga (Tonga),1.512,,
B,002/B/NBP/2026,2026-01-14,,TTD,dolar Trynidadu i Tobago,0.5326,,
B,002/B/NBP/2026,2026-01-14,,TWD,nowy dolar tajwański,0.1145,,
B,002/B/NBP/2026,2026-01-14,,TZS,szyling tanzański,0.001442,,
B,002/B/NBP/2026,2026-01-14,,UGX,szyling ugandyjski,0.001015,,
B,002/B/NBP/2026,2026-01-14,,UYU,peso urugwajskie,0.0933,,
B,002/B/NBP/2026,2026-01-14,,UZS,sum (Uzbekistan),0.0003,,
B,002/B/NBP/2026,2026-01-14,,VES,boliwar soberano (Wenezuela),0.0108,,
B,002/B/NBP/2026,2026-01-14,,VND,dong (Wietnam),0.0001376,,
B,002/B/NBP/2026,2026-01-14,,VUV,vatu (Vanuatu),0.030221,,
B,002/B/NBP/2026,2026-01-14,,WST,tala (Samoa),1.3078,,
B,002/B/NBP/2026,2026-01-14,,XAF,frank CFA BEAC,0.006295,,
B,002/B/NBP/2026,2026-01-14,,XCD,dolar wschodniokaraibski,1.3368,,
B,002/B/NBP/2026,2026-01-14,,XCG,gulden karaibski,2.0061,,
B,002/B/NBP/2026,2026-01-14,,XOF,frank CFA BCEAO ,0.006427,,
B,002/B/NBP/2026,2026-01-14,,XPF,frank CFP  ,0.035284,,
B,002/B/NBP/2026,2026-01-14,,YER,rial jemeński,0.01517,,
B,002/B/NBP/2026,2026-01-14,,ZMW,kwacha zambijska,0.1842,,
B,002/B/NBP/2026,2026-01-14,,ZWG,złoto Zimbabwe,0.1407,,
C,008/C/NBP/2026,2026-01-14,2026-01-13,AUD,dolar australijski,,2.3936,2.442
C,008/C/NBP/2026,2026-01-14,2026-01-13,CAD,dolar kanadyjski,,2.5751,2.6271
C,008/C/NBP/2026,2026-01-14,2026-01-13,CHF,frank szwajcarski,,4.4746,4.565
C,008/C/NBP/2026,2026-01-14,2026-01-13,CZK,korona czeska,,0.1721,0.1755
C,008/C/NBP/2026,2026-01-14,2026-01-13,DKK,korona duńska,,0.5578,0.569
C,008/C/NBP/2026,2026-01-14,2026-01-13,EUR,euro,,4.1681,4.2523
C,008/C/NBP/2026,2026-01-14,2026-01-13,GBP,funt szterling,,4.8097,4.9069
C,008/C/NBP/2026,2026-01-14,2026-01-13,HUF,forint (Węgry),,0.010786,0.011004
C,008/C/NBP/2026,2026-01-14,2026-01-13,JPY,jen (Japonia),,0.022487,0.022941
C,008/C/NBP/2026,2026-01-14,2026-01-13,NOK,korona norweska,,0.355,0.3622
C,008/C/NBP/2026,2026-01-14,2026-01-13,SEK,korona szwedzka,,0.3891,0.3969
C,008/C/NBP/2026,2026-01-14,2026-01-13,USD,dolar amerykański,,3.5736,3.6458
C,008/C/NBP/2026,2026-01-14,2026-01-13,XDR,SDR (MFW),,4.9004,4.9994
A,009/A/NBP/2026,2026-01-15,,AUD,dolar australijski,2.4207,,
A,009/A/NBP/2026,2026-01-15,,BRL,real (Brazylia),0.6703,,
A,009/A/NBP/2026,2026-01-15,,CAD,dolar kanadyjski,2.6005,,
A,009/A/NBP/2026,2026-01-15,,CHF,frank szwajcarski,4.5164,,
A,009/A/NBP/2026,2026-01-15,,CLP,peso chilijskie,0.004101,,
A,009/A/NBP/2026,2026-01-15,,CNY,yuan renminbi (Chiny),0.5188,,
A,009/A/NBP/2026,2026-01-15,,CZK,korona czeska,0.1735,,
A,009/A/NBP/2026,2026-01-15,,DKK,korona duńska,0.563,,
A,009/A/NBP/2026,2026-01-15,,EUR,euro,4.2068,,
A,009/A/NBP/2026,2026-01-15,,GBP,funt szterling,4.858,,
A,009/A/NBP/2026,2026-01-15,,HKD,dolar Hongkongu,0.4635,,
A,009/A/NBP/2026,2026-01-15,,HUF,forint (Węgry),0.010901,,
A,009/A/NBP/2026,2026-01-15,,IDR,rupia indonezyjska,0.00021412,,
A,009/A/NBP/2026,2026-01-15,,ILS,nowy izraelski szekel,1.1458,,
A,009/A/NBP/2026,2026-01-15,,INR,rupia indyjska,0.040036,,
A,009/A/NBP/2026,2026-01-15,,ISK,korona islandzka,0.028774,,
A,009/A/NBP/2026,2026-01-15,,JPY,jen (Japonia),0.022824,,
A,009/A/NBP/2026,2026-01-15,,KRW,won południowokoreański,0.002466,,
A,009/A/NBP/2026,2026-01-15,,MXN,peso meksykańskie,0.2032,,
A,009/A/NBP/2026,2026-01-15,,MYR,ringgit (Malezja),0.8917,,
A,009/A/NBP/2026,2026-01-15,,NOK,korona norweska,0.3588,,
A,009/A/NBP/2026,2026-01-15,,NZD,dolar nowozelandzki,2.0787,,
A,009/A/NBP/2026,2026-01-15,,PHP,peso filipińskie,0.0608,,
A,009/A/NBP/2026,2026-01-15,,RON,lej rumuński,0.8268,,
A,009/A/NBP/2026,2026-01-15,,SEK,korona szwedzka,0.3938,,
A,009/A/NBP/2026,2026-01-15,,SGD,dolar singapurski,2.8087,,
A,009/A/NBP/2026,2026-01-15,,THB,bat (Tajlandia),0.1152,,
A,009/A/NBP/2026,2026-01-15,,TRY,lira turecka,0.0835,,
A,009/A/NBP/2026,2026-01-15,,UAH,hrywna (Ukraina),0.0832,,
A,009/A/NBP/2026,2026-01-15,,USD,dolar amerykański,3.6153,,
A,009/A/NBP/2026,2026-01-15,,XDR,SDR (MFW),4.9459,,
A,009/A/NBP/2026,2026-01-15,,ZAR,rand (Republika Południowej Afryki),0.2208,,
C,009/C/NBP/2026,2026-01-15,2026-01-14,AUD,dolar australijski,,2.3898,2.438
C,009/C/NBP/2026,2026-01-15,2026-01-14,CAD,dolar kanadyjski,,2.5768,2.6288
C,009/C/NBP/2026,2026-01-15,2026-01-14,CHF,frank szwajcarski,,4.4705,4.5609
C,009/C/NBP/2026,2026-01-15,2026-01-14,CZK,korona czeska,,0.1721,0.1755
C,009/C/NBP/2026,2026-01-15,2026-01-14,DKK,korona duńska,,0.5578,0.569
C,009/C/NBP/2026,2026-01-15,2026-01-14,EUR,euro,,4.1674,4.2516
C,009/C/NBP/2026,2026-01-15,2026-01-14,GBP,funt szterling,,4.8111,4.9083
C,009/C/NBP/2026,2026-01-15,2026-01-14,HUF,forint (Węgry),,0.010781,0.010999
C,009/C/NBP/2026,2026-01-15,2026-01-14,JPY,jen (Japonia),,0.022599,0.023055
C,009/C/NBP/2026,2026-01-15,2026-01-14,NOK,korona norweska,,0.3559,0.3631
C,009/C/NBP/2026,2026-01-15,2026-01-14,SEK,korona szwedzka,,0.3894,0.3972
C,009/C/NBP/2026,2026-01-15,2026-01-14,USD,dolar amerykański,,3.5753,3.6475
C,009/C/NBP/2026,2026-01-15,2026-01-14,XDR,SDR (MFW),,4.8996,4.9986
A,010/A/NBP/2026,2026-01-16,,AUD,dolar australijski,2.4358,,
A,010/A/NBP/2026,2026-01-16,,BRL,real (Brazylia),0.6771,,
A,010/A/NBP/2026,2026-01-16,,CAD,dolar kanadyjski,2.6157,,
A,010/A/NBP/2026,2026-01-16,,CHF,frank szwajcarski,4.5302,,
A,010/A/NBP/2026,2026-01-16,,CLP,peso chilijskie,0.004116,,
A,010/A/NBP/2026,2026-01-16,,CNY,yuan renminbi (Chiny),0.5214,,
A,010/A/NBP/2026,2026-01-16,,CZK,korona czeska,0.1737,,
A,010/A/NBP/2026,2026-01-16,,DKK,korona duńska,0.5647,,
A,010/A/NBP/2026,2026-01-16,,EUR,euro,4.2192,,
A,010/A/NBP/2026,2026-01-16,,GBP,funt szterling,4.8692,,
A,010/A/NBP/2026,2026-01-16,,HKD,dolar Hongkongu,0.466,,
A,010/A/NBP/2026,2026-01-16,,HUF,forint (Węgry),0.010932,,
A,010/A/NBP/2026,2026-01-16,,IDR,rupia indonezyjska,0.00021525,,
A,010/A/NBP/2026,2026-01-16,,ILS,nowy izraelski szekel,1.1579,,
A,010/A/NBP/2026,2026-01-16,,INR,rupia indyjska,0.039997,,
A,010/A/NBP/2026,2026-01-16,,ISK,korona islandzka,0.028859,,
A,010/A/NBP/2026,2026-01-16,,JPY,jen (Japonia),0.022975,,
A,010/A/NBP/2026,2026-01-16,,KRW,won południowokoreański,0.002467,,
A,010/A/NBP/2026,2026-01-16,,MXN,peso meksykańskie,0.2057,,
A,010/A/NBP/2026,2026-01-16,,MYR,ringgit (Malezja),0.8958,,
A,010/A/NBP/2026,2026-01-16,,NOK,korona norweska,0.3599,,
A,010/A/NBP/2026,2026-01-16,,NZD,dolar nowozelandzki,2.0933,,
